"city","date","sunlight"
Vancouver,2023-05-08,14:59:00
Vancouver,2023-05-09,15:03:00
Vancouver,2023-05-10,15:05:00
Vancouver,2023-05-11,15:09:00
Vancouver,2023-05-12,15:11:00
Vancouver,2023-05-13,15:14:00
Vancouver,2023-05-14,15:17:00
Vancouver,2023-05-15,15:19:00
Vancouver,2023-05-16,15:22:00
Vancouver,2023-05-17,15:25:00
Vancouver,2023-05-18,15:27:00
Vancouver,2023-05-19,15:30:00
Vancouver,2023-05-20,15:33:00
Vancouver,2023-05-21,15:35:00
Vancouver,2023-05-22,15:37:00
Vancouver,2023-05-23,15:40:00
Vancouver,2023-05-24,15:42:00
Vancouver,2023-05-25,15:44:00
Vancouver,2023-05-26,15:46:00
Vancouver,2023-05-27,15:48:00
Vancouver,2023-05-28,15:50:00
Vancouver,2023-05-29,15:53:00
Vancouver,2023-05-30,15:55:00
Vancouver,2023-05-31,15:56:00
Vancouver,2023-06-01,15:58:00
Vancouver,2023-06-02,16:00:00
Vancouver,2023-06-03,16:01:00
Vancouver,2023-06-04,16:02:00
Vancouver,2023-06-05,16:03:00
Vancouver,2023-06-06,16:05:00
Vancouver,2023-06-07,16:06:00
Vancouver,2023-06-08,16:08:00
Vancouver,2023-06-09,16:09:00
Vancouver,2023-06-10,16:10:00
Vancouver,2023-06-11,16:11:00
Vancouver,2023-06-12,16:11:00
Vancouver,2023-06-13,16:12:00
Vancouver,2023-06-14,16:13:00
Vancouver,2023-06-15,16:13:00
Vancouver,2023-06-16,16:13:00
Vancouver,2023-06-17,16:14:00
Vancouver,2023-06-18,16:14:00
Vancouver,2023-06-19,16:15:00
Vancouver,2023-06-20,16:15:00
Vancouver,2023-06-21,16:15:00
Vancouver,2023-06-22,16:15:00
Vancouver,2023-06-23,16:14:00
Vancouver,2023-06-24,16:14:00
Vancouver,2023-06-25,16:14:00
Vancouver,2023-06-26,16:13:00
Vancouver,2023-06-27,16:13:00
Vancouver,2023-06-28,16:12:00
Vancouver,2023-06-29,16:12:00
Vancouver,2023-06-30,16:11:00
Vancouver,2023-07-01,16:11:00
Vancouver,2023-07-02,16:09:00
Vancouver,2023-07-03,16:08:00
Vancouver,2023-07-04,16:08:00
Vancouver,2023-07-05,16:06:00
Vancouver,2023-07-06,16:05:00
Vancouver,2023-07-07,16:03:00
Vancouver,2023-07-08,16:02:00
Vancouver,2023-07-09,16:00:00
Vancouver,2023-07-10,15:58:00
Vancouver,2023-07-11,15:57:00
Vancouver,2023-07-12,15:55:00
Vancouver,2023-07-13,15:53:00
Vancouver,2023-07-14,15:51:00
Vancouver,2023-07-15,15:49:00
Vancouver,2023-07-16,15:47:00
Vancouver,2023-07-17,15:45:00
Vancouver,2023-07-18,15:43:00
Vancouver,2023-07-19,15:41:00
Vancouver,2023-07-20,15:39:00
Vancouver,2023-07-21,15:36:00
Vancouver,2023-07-22,15:34:00
Vancouver,2023-07-23,15:32:00
Vancouver,2023-07-24,15:29:00
Vancouver,2023-07-25,15:26:00
Vancouver,2023-07-26,15:24:00
Vancouver,2023-07-27,15:22:00
Vancouver,2023-07-28,15:19:00
Vancouver,2023-07-29,15:16:00
Vancouver,2023-07-30,15:13:00
Vancouver,2023-07-31,15:11:00
Vancouver,2023-08-01,15:07:00
Vancouver,2023-08-02,15:05:00
Vancouver,2023-08-03,15:02:00
Vancouver,2023-08-04,14:59:00
Vancouver,2023-08-05,14:56:00
Vancouver,2023-08-06,14:52:00
Vancouver,2023-08-07,14:50:00
Vancouver,2023-08-08,14:47:00
Vancouver,2023-08-09,14:43:00
Vancouver,2023-08-10,14:41:00
Vancouver,2023-08-11,14:37:00
Vancouver,2023-08-12,14:34:00
Vancouver,2023-08-13,14:31:00
Vancouver,2023-08-14,14:27:00
Vancouver,2023-08-15,14:25:00
Vancouver,2023-08-16,14:21:00
Vancouver,2023-08-17,14:18:00
Vancouver,2023-08-18,14:15:00
Vancouver,2023-08-19,14:11:00
Vancouver,2023-08-20,14:08:00
Vancouver,2023-08-21,14:04:00
Vancouver,2023-08-22,14:01:00
Vancouver,2023-08-23,13:58:00
Vancouver,2023-08-24,13:55:00
Vancouver,2023-08-25,13:52:00
Vancouver,2023-08-26,13:48:00
Vancouver,2023-08-27,13:45:00
Vancouver,2023-08-28,13:41:00
Vancouver,2023-08-29,13:38:00
Vancouver,2023-08-30,13:34:00
Vancouver,2023-08-31,13:31:00
Vancouver,2023-09-01,13:28:00
Vancouver,2023-09-02,13:23:00
Vancouver,2023-09-03,13:20:00
Vancouver,2023-09-04,13:16:00
Vancouver,2023-09-05,13:13:00
Vancouver,2023-09-06,13:09:00
Vancouver,2023-09-07,13:06:00
Vancouver,2023-09-08,13:02:00
Vancouver,2023-09-09,12:59:00
Vancouver,2023-09-10,12:56:00
Vancouver,2023-09-11,12:52:00
Vancouver,2023-09-12,12:48:00
Vancouver,2023-09-13,12:44:00
Vancouver,2023-09-14,12:41:00
Vancouver,2023-09-15,12:37:00
Vancouver,2023-09-16,12:34:00
Vancouver,2023-09-17,12:30:00
Vancouver,2023-09-18,12:26:00
Vancouver,2023-09-19,12:22:00
Vancouver,2023-09-20,12:19:00
Vancouver,2023-09-21,12:16:00
Vancouver,2023-09-22,12:12:00
Vancouver,2023-09-23,12:09:00
Vancouver,2023-09-24,12:04:00
Vancouver,2023-09-25,12:01:00
Vancouver,2023-09-26,11:57:00
Vancouver,2023-09-27,11:54:00
Vancouver,2023-09-28,11:50:00
Vancouver,2023-09-29,11:47:00
Vancouver,2023-09-30,11:42:00
Vancouver,2023-10-01,11:39:00
Vancouver,2023-10-02,11:35:00
Vancouver,2023-10-03,11:32:00
Vancouver,2023-10-04,11:28:00
Vancouver,2023-10-05,11:25:00
Vancouver,2023-10-06,11:21:00
Vancouver,2023-10-07,11:17:00
Vancouver,2023-10-08,11:13:00
Vancouver,2023-10-09,11:10:00
Vancouver,2023-10-10,11:06:00
Vancouver,2023-10-11,11:03:00
Vancouver,2023-10-12,10:59:00
Vancouver,2023-10-13,10:55:00
Vancouver,2023-10-14,10:52:00
Vancouver,2023-10-15,10:48:00
Vancouver,2023-10-16,10:45:00
Vancouver,2023-10-17,10:41:00
Vancouver,2023-10-18,10:38:00
Vancouver,2023-10-19,10:34:00
Vancouver,2023-10-20,10:31:00
Vancouver,2023-10-21,10:28:00
Vancouver,2023-10-22,10:24:00
Vancouver,2023-10-23,10:21:00
Vancouver,2023-10-24,10:17:00
Vancouver,2023-10-25,10:14:00
Vancouver,2023-10-26,10:11:00
Vancouver,2023-10-27,10:08:00
Vancouver,2023-10-28,10:04:00
Vancouver,2023-10-29,10:00:00
Vancouver,2023-10-30,09:58:00
Vancouver,2023-10-31,09:54:00
Vancouver,2023-11-01,09:51:00
Vancouver,2023-11-02,09:48:00
Vancouver,2023-11-03,09:44:00
Vancouver,2023-11-04,09:42:00
Vancouver,2023-11-05,09:38:00
Vancouver,2023-11-06,09:34:00
Vancouver,2023-11-07,09:32:00
Vancouver,2023-11-08,09:28:00
Vancouver,2023-11-09,09:26:00
Vancouver,2023-11-10,09:22:00
Vancouver,2023-11-11,09:19:00
Vancouver,2023-11-12,09:17:00
Vancouver,2023-11-13,09:13:00
Vancouver,2023-11-14,09:11:00
Vancouver,2023-11-15,09:08:00
Vancouver,2023-11-16,09:04:00
Vancouver,2023-11-17,09:02:00
Vancouver,2023-11-18,08:59:00
Vancouver,2023-11-19,08:57:00
Vancouver,2023-11-20,08:54:00
Vancouver,2023-11-21,08:52:00
Vancouver,2023-11-22,08:49:00
Vancouver,2023-11-23,08:47:00
Vancouver,2023-11-24,08:44:00
Vancouver,2023-11-25,08:42:00
Vancouver,2023-11-26,08:40:00
Vancouver,2023-11-27,08:38:00
Vancouver,2023-11-28,08:36:00
Vancouver,2023-11-29,08:34:00
Vancouver,2023-11-30,08:32:00
Vancouver,2023-12-01,08:30:00
Vancouver,2023-12-02,08:28:00
Vancouver,2023-12-03,08:27:00
Vancouver,2023-12-04,08:25:00
Vancouver,2023-12-05,08:24:00
Vancouver,2023-12-06,08:22:00
Vancouver,2023-12-07,08:20:00
Vancouver,2023-12-08,08:19:00
Vancouver,2023-12-09,08:18:00
Vancouver,2023-12-10,08:17:00
Vancouver,2023-12-11,08:16:00
Vancouver,2023-12-12,08:15:00
Vancouver,2023-12-13,08:15:00
Vancouver,2023-12-14,08:14:00
Vancouver,2023-12-15,08:13:00
Vancouver,2023-12-16,08:12:00
Vancouver,2023-12-17,08:12:00
Vancouver,2023-12-18,08:12:00
Vancouver,2023-12-19,08:11:00
Vancouver,2023-12-20,08:12:00
Vancouver,2023-12-21,08:11:00
Vancouver,2023-12-22,08:12:00
Vancouver,2023-12-23,08:11:00
Vancouver,2023-12-24,08:12:00
Vancouver,2023-12-25,08:11:00
Vancouver,2023-12-26,08:12:00
Vancouver,2023-12-27,08:13:00
Vancouver,2023-12-28,08:14:00
Vancouver,2023-12-29,08:14:00
Vancouver,2023-12-30,08:14:00
Vancouver,2023-12-31,08:15:00
Vancouver,2024-01-01,08:16:00
Vancouver,2024-01-02,08:17:00
Vancouver,2024-01-03,08:19:00
Vancouver,2024-01-04,08:20:00
Vancouver,2024-01-05,08:22:00
Vancouver,2024-01-06,08:23:00
Vancouver,2024-01-07,08:24:00
Vancouver,2024-01-08,08:26:00
Vancouver,2024-01-09,08:27:00
Vancouver,2024-01-10,08:30:00
Vancouver,2024-01-11,08:31:00
Vancouver,2024-01-12,08:33:00
Vancouver,2024-01-13,08:35:00
Vancouver,2024-01-14,08:37:00
Vancouver,2024-01-15,08:40:00
Vancouver,2024-01-16,08:41:00
Vancouver,2024-01-17,08:44:00
Vancouver,2024-01-18,08:46:00
Vancouver,2024-01-19,08:49:00
Vancouver,2024-01-20,08:51:00
Vancouver,2024-01-21,08:54:00
Vancouver,2024-01-22,08:56:00
Vancouver,2024-01-23,08:59:00
Vancouver,2024-01-24,09:02:00
Vancouver,2024-01-25,09:04:00
Vancouver,2024-01-26,09:07:00
Vancouver,2024-01-27,09:09:00
Vancouver,2024-01-28,09:12:00
Vancouver,2024-01-29,09:16:00
Vancouver,2024-01-30,09:18:00
Vancouver,2024-01-31,09:21:00
Vancouver,2024-02-01,09:25:00
Vancouver,2024-02-02,09:27:00
Vancouver,2024-02-03,09:30:00
Vancouver,2024-02-04,09:34:00
Vancouver,2024-02-05,09:37:00
Vancouver,2024-02-06,09:40:00
Vancouver,2024-02-07,09:43:00
Vancouver,2024-02-08,09:47:00
Vancouver,2024-02-09,09:50:00
Vancouver,2024-02-10,09:53:00
Vancouver,2024-02-11,09:57:00
Vancouver,2024-02-12,10:00:00
Vancouver,2024-02-13,10:03:00
Vancouver,2024-02-14,10:07:00
Vancouver,2024-02-15,10:10:00
Vancouver,2024-02-16,10:14:00
Vancouver,2024-02-17,10:17:00
Vancouver,2024-02-18,10:20:00
Vancouver,2024-02-19,10:24:00
Vancouver,2024-02-20,10:28:00
Vancouver,2024-02-21,10:31:00
Vancouver,2024-02-22,10:35:00
Vancouver,2024-02-23,10:39:00
Vancouver,2024-02-24,10:42:00
Vancouver,2024-02-25,10:46:00
Vancouver,2024-02-26,10:49:00
Vancouver,2024-02-27,10:53:00
Vancouver,2024-02-28,10:57:00
Vancouver,2024-02-29,11:00:00
Vancouver,2024-03-01,11:04:00
Vancouver,2024-03-02,11:07:00
Vancouver,2024-03-03,11:11:00
Vancouver,2024-03-04,11:15:00
Vancouver,2024-03-05,11:18:00
Vancouver,2024-03-06,11:22:00
Vancouver,2024-03-07,11:25:00
Vancouver,2024-03-08,11:29:00
Vancouver,2024-03-09,11:32:00
Vancouver,2024-03-10,11:36:00
Vancouver,2024-03-11,11:40:00
Vancouver,2024-03-12,11:43:00
Vancouver,2024-03-13,11:47:00
Vancouver,2024-03-14,11:51:00
Vancouver,2024-03-15,11:54:00
Vancouver,2024-03-16,11:58:00
Vancouver,2024-03-17,12:02:00
Vancouver,2024-03-18,12:06:00
Vancouver,2024-03-19,12:09:00
Vancouver,2024-03-20,12:13:00
Vancouver,2024-03-21,12:16:00
Vancouver,2024-03-22,12:20:00
Vancouver,2024-03-23,12:23:00
Vancouver,2024-03-24,12:28:00
Vancouver,2024-03-25,12:32:00
Vancouver,2024-03-26,12:35:00
Vancouver,2024-03-27,12:39:00
Vancouver,2024-03-28,12:42:00
Vancouver,2024-03-29,12:46:00
Vancouver,2024-03-30,12:49:00
Vancouver,2024-03-31,12:54:00
Vancouver,2024-04-01,12:57:00
Vancouver,2024-04-02,13:01:00
Vancouver,2024-04-03,13:04:00
Vancouver,2024-04-04,13:08:00
Vancouver,2024-04-05,13:11:00
Vancouver,2024-04-06,13:15:00
Vancouver,2024-04-07,13:18:00
Vancouver,2024-04-08,13:22:00
Vancouver,2024-04-09,13:26:00
Vancouver,2024-04-10,13:30:00
